#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260786.1       -         CD_10                -         hmm        6      111  1019598  1019490      -     -    6 0.51   0.0   27.7   0.00011 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026261104.1       -         CD_44                -         hmm       14       41    16286    16310      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261113.1       -         CD_44                -         hmm       14       41     3243     3267      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261113.1       -         CD_44                -         hmm       14       41    13055    13079      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261121.1       -         CD_44                -         hmm       14       41     5103     5127      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261121.1       -         CD_44                -         hmm       14       41    14915    14939      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261126.1       -         CD_44                -         hmm       14       41     5614     5638      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261126.1       -         CD_44                -         hmm       14       41    15378    15402      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261139.1       -         CD_44                -         hmm       14       41     4425     4449      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261139.1       -         CD_44                -         hmm       14       41    14237    14261      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261142.1       -         CD_44                -         hmm       14       41     4955     4979      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261142.1       -         CD_44                -         hmm       14       41    14733    14757      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261148.1       -         CD_44                -         hmm       14       41     7923     7947      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261148.1       -         CD_44                -         hmm       14       41    17736    17760      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261150.1       -         CD_44                -         hmm       14       41     9070     9046      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261150.1       -         CD_44                -         hmm       14       41    18697    18673      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261163.1       -         CD_44                -         hmm       14       41     9639     9663      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261189.1       -         CD_44                -         hmm       14       41     2199     2175      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261189.1       -         CD_44                -         hmm       14       41    12011    11987      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261191.1       -         CD_44                -         hmm       14       41     3634     3658      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261191.1       -         CD_44                -         hmm       14       41    13261    13285      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261204.1       -         CD_44                -         hmm       14       41     6273     6249      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261206.1       -         CD_44                -         hmm       14       41     1406     1382      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261206.1       -         CD_44                -         hmm       14       41    11216    11192      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261216.1       -         CD_44                -         hmm       14       41    14455    14431      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261225.1       -         CD_44                -         hmm       14       41     1945     1921      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261225.1       -         CD_44                -         hmm       14       41    11755    11731      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261229.1       -         CD_44                -         hmm       14       41    10652    10628      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261232.1       -         CD_44                -         hmm       14       41     3424     3448      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261232.1       -         CD_44                -         hmm       14       41    13234    13258      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261234.1       -         CD_44                -         hmm       14       41     6239     6263      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261239.1       -         CD_44                -         hmm       14       41     5218     5194      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261246.1       -         CD_44                -         hmm       14       41     8681     8705      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         CD_44                -         hmm       14       41     8511     8487      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261248.1       -         CD_44                -         hmm       14       41     4690     4666      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261251.1       -         CD_44                -         hmm       14       41     6884     6860      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261256.1       -         CD_44                -         hmm       14       41     7025     7049      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
NW_026261260.1       -         CD_44                -         hmm       14       41     6325     6349      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         CD_44                -         hmm       14       41     4823     4799      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         CD_44                -         hmm       14       41     1293     1317      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         CD_44                -         hmm       14       41     9240     9264      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261277.1       -         CD_44                -         hmm       14       41     2758     2782      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261278.1       -         CD_44                -         hmm       14       41     2667     2691      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         CD_44                -         hmm       14       41     5748     5772      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         CD_44                -         hmm       14       41     3696     3672      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261290.1       -         CD_44                -         hmm       14       41     2287     2311      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         CD_44                -         hmm       14       41     4521     4497      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261293.1       -         CD_44                -         hmm       14       41     2834     2810      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261295.1       -         CD_44                -         hmm       14       41     3855     3831      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261296.1       -         CD_44                -         hmm       14       41     3663     3639      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261298.1       -         CD_44                -         hmm       14       41     4092     4068      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_517, whole genome shotgun sequence
NW_026261299.1       -         CD_44                -         hmm       14       41     6795     6819      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026261302.1       -         CD_44                -         hmm       14       41     1178     1202      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261303.1       -         CD_44                -         hmm       14       41     2067     2091      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026261304.1       -         CD_44                -         hmm       14       41     6130     6106      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_523, whole genome shotgun sequence
NW_026261305.1       -         CD_44                -         hmm       14       41     3700     3676      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261306.1       -         CD_44                -         hmm       14       41     3657     3633      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261309.1       -         CD_44                -         hmm       14       41     4520     4496      -     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_528, whole genome shotgun sequence
NW_026261270.1       -         CD_44                -         hmm       14       41    11099    11123      +     -    6 0.40   0.0   12.5       5.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261229.1       -         CD_44                -         hmm       12       41      883      857      -     -    6 0.37   0.0   12.5       5.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261211.1       -         CD_44                -         hmm       14       41     7385     7409      +     -    6 0.40   0.0   12.4       5.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026260789.1       -         CD_44                -         hmm        6       39   755646   755682      +     -    6 0.41   0.0   12.4       6.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_8, whole genome shotgun sequence
NW_026260825.1       -         CD_44                -         hmm       25       41   209723   209706      -     -    6 0.39   0.0   11.7       9.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_44, whole genome shotgun sequence
NW_026260793.1       -         CD_45                -         hmm       16       99   455580   455660      +     -    6 0.67   0.3   14.7       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_12, whole genome shotgun sequence
NW_026260792.1       -         CD_45                -         hmm        5       57  1089208  1089253      +     -    6 0.46   0.5   13.0       5.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_11, whole genome shotgun sequence
NW_026260821.1       -         CD_45                -         hmm       40       95   254566   254508      -     -    6 0.66   0.7   12.7         6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_40, whole genome shotgun sequence
NW_026260821.1       -         CD_45                -         hmm       23       80   161233   161296      +     -    6 0.55   0.4   12.6       6.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_40, whole genome shotgun sequence
NW_026261089.1       -         CD_45                -         hmm       40       95     8869     8811      -     -    6 0.66   0.8   12.5       7.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_308, whole genome shotgun sequence
NW_026260792.1       -         CD_45                -         hmm       34       93   165166   165218      +     -    6 0.57   1.8   12.2       8.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_11, whole genome shotgun sequence
NW_026260803.1       -         CD_46                -         hmm        9       99   300626   300533      -     -    6 0.48   0.0   31.9   4.2e-06 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_22, whole genome shotgun sequence
NW_026260793.1       -         CD_46                -         hmm       15       72   627760   627814      +     -    6 0.47   0.0   13.1       3.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_12, whole genome shotgun sequence
NW_026260806.1       -         CD_46                -         hmm       30      100   386649   386579      -     -    6 0.46   0.0   12.5       4.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_25, whole genome shotgun sequence
NW_026260785.1       -         CD_47                -         hmm        5       88  1157973  1158065      +     -    6 0.43   0.0   45.6   2.5e-10 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026261276.1       -         CD_47                -         hmm        5       88     4005     4097      +     -    6 0.43   0.0   45.6   2.5e-10 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_495, whole genome shotgun sequence
NW_026260879.1       -         CD_47                -         hmm       49       86    32106    32070      -     -    6 0.51   0.0   16.8      0.23 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_98, whole genome shotgun sequence
NW_026260786.1       -         CD_47                -         hmm       35       78   158385   158339      -     -    6 0.45   0.0   16.4      0.31 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026260782.1       -         CD_47                -         hmm       30       75   307076   307030      -     -    6 0.49   0.0   15.4      0.64 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_1, whole genome shotgun sequence
NW_026261163.1       -         CD_47                -         hmm       60       81     7614     7635      +     -    6 0.45   0.0   14.9      0.89 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261248.1       -         CD_47                -         hmm       60       81     6710     6689      -     -    6 0.45   0.0   14.9      0.92 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261303.1       -         CD_47                -         hmm       60       81       45       66      +     -    6 0.45   0.0   14.9      0.93 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026260807.1       -         CD_47                -         hmm       60       81     4476     4455      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_26, whole genome shotgun sequence
NW_026261037.1       -         CD_47                -         hmm       60       81     9394     9373      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         CD_47                -         hmm       60       81    19206    19185      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261064.1       -         CD_47                -         hmm       60       81     5950     5971      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261064.1       -         CD_47                -         hmm       60       81    15815    15836      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261072.1       -         CD_47                -         hmm       60       81     2596     2575      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261072.1       -         CD_47                -         hmm       60       81    12421    12400      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261072.1       -         CD_47                -         hmm       60       81    22249    22228      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261085.1       -         CD_47                -         hmm       60       81     1272     1251      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_304, whole genome shotgun sequence
NW_026261098.1       -         CD_47                -         hmm       60       81     1447     1426      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261098.1       -         CD_47                -         hmm       60       81    11115    11094      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261098.1       -         CD_47                -         hmm       60       81    20925    20904      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261103.1       -         CD_47                -         hmm       60       81      547      526      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261103.1       -         CD_47                -         hmm       60       81    10366    10345      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261103.1       -         CD_47                -         hmm       60       81    20184    20163      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261104.1       -         CD_47                -         hmm       60       81    14266    14287      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261113.1       -         CD_47                -         hmm       60       81     1221     1242      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261113.1       -         CD_47                -         hmm       60       81    11034    11055      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261121.1       -         CD_47                -         hmm       60       81     3082     3103      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261121.1       -         CD_47                -         hmm       60       81    12894    12915      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261126.1       -         CD_47                -         hmm       60       81     3594     3615      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261126.1       -         CD_47                -         hmm       60       81    13358    13379      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261139.1       -         CD_47                -         hmm       60       81     2405     2426      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261139.1       -         CD_47                -         hmm       60       81    12216    12237      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261142.1       -         CD_47                -         hmm       60       81    12711    12732      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261148.1       -         CD_47                -         hmm       60       81     5899     5920      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261148.1       -         CD_47                -         hmm       60       81    15714    15735      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261150.1       -         CD_47                -         hmm       60       81     1463     1442      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261150.1       -         CD_47                -         hmm       60       81    11090    11069      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261163.1       -         CD_47                -         hmm       60       81    17392    17413      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261186.1       -         CD_47                -         hmm       60       81    11960    11981      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_405, whole genome shotgun sequence
NW_026261189.1       -         CD_47                -         hmm       60       81     4220     4199      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261189.1       -         CD_47                -         hmm       60       81    14033    14012      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261191.1       -         CD_47                -         hmm       60       81     1614     1635      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261191.1       -         CD_47                -         hmm       60       81    11241    11262      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261204.1       -         CD_47                -         hmm       60       81     8294     8273      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261206.1       -         CD_47                -         hmm       60       81     3426     3405      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261206.1       -         CD_47                -         hmm       60       81    13235    13214      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261211.1       -         CD_47                -         hmm       60       81     5366     5387      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026261216.1       -         CD_47                -         hmm       60       81     6654     6633      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261225.1       -         CD_47                -         hmm       60       81     3964     3943      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261225.1       -         CD_47                -         hmm       60       81    13774    13753      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261229.1       -         CD_47                -         hmm       60       81     2906     2885      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261229.1       -         CD_47                -         hmm       60       81    12676    12655      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261232.1       -         CD_47                -         hmm       60       81     1405     1426      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261232.1       -         CD_47                -         hmm       60       81    11215    11236      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261234.1       -         CD_47                -         hmm       60       81     4219     4240      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261239.1       -         CD_47                -         hmm       60       81     7239     7218      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261246.1       -         CD_47                -         hmm       60       81     6660     6681      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         CD_47                -         hmm       60       81      708      687      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261247.1       -         CD_47                -         hmm       60       81    10530    10509      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261251.1       -         CD_47                -         hmm       60       81     8905     8884      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261256.1       -         CD_47                -         hmm       60       81     5005     5026      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
